[min90] hizli tarama basladi
[min90/min90_sentetik_5000_per_class_pima/no_insulin/xgboost] min=0.9793 acc=0.9845 auc=0.9982
[min90/min90_sentetik_5000_per_class_pima/no_insulin/lightgbm] min=0.9824 acc=0.9855 auc=0.9986
[min90/min90_sentetik_5000_per_class_pima/no_insulin/soft_voting_rf_et_hgb] min=0.9845 acc=0.9865 auc=0.9989
[min90/min90_sentetik_5000_per_class_pima/no_insulin/soft_voting_xgb_lgbm_et] min=0.9824 acc=0.9850 auc=0.9990
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_no_insulin/logistic_regression] min=0.9865 acc=0.9886 auc=0.9974
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_no_insulin/gaussian_nb] min=0.9782 acc=0.9865 auc=0.9976
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_no_insulin/random_forest] min=0.9866 acc=0.9871 auc=0.9985
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_no_insulin/extra_trees] min=0.9855 acc=0.9871 auc=0.9979
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_no_insulin/gradient_boosting] min=0.9845 acc=0.9855 auc=0.9980
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_no_insulin/hist_gradient_boosting] min=0.9835 acc=0.9855 auc=0.9984
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_no_insulin/adaboost] min=0.9824 acc=0.9845 auc=0.9980
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_no_insulin/xgboost] min=0.9824 acc=0.9850 auc=0.9980
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_no_insulin/lightgbm] min=0.9835 acc=0.9855 auc=0.9984
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_no_insulin/soft_voting_rf_et_hgb] min=0.9824 acc=0.9855 auc=0.9987
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_no_insulin/soft_voting_xgb_lgbm_et] min=0.9824 acc=0.9845 auc=0.9987
[min90/min90_sentetik_5000_per_class_pima/clinical_interactions/logistic_regression] min=0.9875 acc=0.9881 auc=0.9972
[min90/min90_sentetik_5000_per_class_pima/clinical_interactions/gaussian_nb] min=0.9792 acc=0.9860 auc=0.9930
[min90/min90_sentetik_5000_per_class_pima/clinical_interactions/random_forest] min=0.9855 acc=0.9860 auc=0.9982
[min90/min90_sentetik_5000_per_class_pima/clinical_interactions/extra_trees] min=0.9866 acc=0.9871 auc=0.9987
[min90/min90_sentetik_5000_per_class_pima/clinical_interactions/gradient_boosting] min=0.9835 acc=0.9845 auc=0.9982
[min90/min90_sentetik_5000_per_class_pima/clinical_interactions/hist_gradient_boosting] min=0.9855 acc=0.9855 auc=0.9989
[min90/min90_sentetik_5000_per_class_pima/clinical_interactions/adaboost] min=0.9855 acc=0.9860 auc=0.9984
[min90/min90_sentetik_5000_per_class_pima/clinical_interactions/xgboost] min=0.9804 acc=0.9845 auc=0.9986
[min90/min90_sentetik_5000_per_class_pima/clinical_interactions/lightgbm] min=0.9824 acc=0.9839 auc=0.9990
[min90/min90_sentetik_5000_per_class_pima/clinical_interactions/soft_voting_rf_et_hgb] min=0.9824 acc=0.9855 auc=0.9991
[min90/min90_sentetik_5000_per_class_pima/clinical_interactions/soft_voting_xgb_lgbm_et] min=0.9783 acc=0.9829 auc=0.9991
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_clinical_interactions/logistic_regression] min=0.9876 acc=0.9881 auc=0.9973
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_clinical_interactions/gaussian_nb] min=0.9782 acc=0.9855 auc=0.9935
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_clinical_interactions/random_forest] min=0.9865 acc=0.9871 auc=0.9982
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_clinical_interactions/extra_trees] min=0.9875 acc=0.9876 auc=0.9990
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_clinical_interactions/gradient_boosting] min=0.9855 acc=0.9855 auc=0.9975
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_clinical_interactions/hist_gradient_boosting] min=0.9855 acc=0.9865 auc=0.9988
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_clinical_interactions/adaboost] min=0.9834 acc=0.9865 auc=0.9985
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_clinical_interactions/xgboost] min=0.9824 acc=0.9839 auc=0.9986
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_clinical_interactions/lightgbm] min=0.9824 acc=0.9834 auc=0.9989
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_clinical_interactions/soft_voting_rf_et_hgb] min=0.9835 acc=0.9855 auc=0.9986
[min90/min90_sentetik_5000_per_class_pima/no_skinthickness_clinical_interactions/soft_voting_xgb_lgbm_et] min=0.9804 acc=0.9834 auc=0.9988
[min90/min90_sentetik_5000_per_class_pima/compact_best_features/logistic_regression] min=0.9875 acc=0.9891 auc=0.9973
[min90/min90_sentetik_5000_per_class_pima/compact_best_features/gaussian_nb] min=0.9803 acc=0.9839 auc=0.9970
[min90/min90_sentetik_5000_per_class_pima/compact_best_features/random_forest] min=0.9855 acc=0.9871 auc=0.9983
[min90/min90_sentetik_5000_per_class_pima/compact_best_features/extra_trees] min=0.9813 acc=0.9839 auc=0.9979
[min90/min90_sentetik_5000_per_class_pima/compact_best_features/gradient_boosting] min=0.9855 acc=0.9860 auc=0.9968
[min90/min90_sentetik_5000_per_class_pima/compact_best_features/hist_gradient_boosting] min=0.9845 acc=0.9855 auc=0.9976
[min90/min90_sentetik_5000_per_class_pima/compact_best_features/adaboost] min=0.9834 acc=0.9850 auc=0.9978
[min90/min90_sentetik_5000_per_class_pima/compact_best_features/xgboost] min=0.9835 acc=0.9855 auc=0.9979
[min90/min90_sentetik_5000_per_class_pima/compact_best_features/lightgbm] min=0.9834 acc=0.9839 auc=0.9982
[min90/min90_sentetik_5000_per_class_pima/compact_best_features/soft_voting_rf_et_hgb] min=0.9855 acc=0.9865 auc=0.9982
[min90/min90_sentetik_5000_per_class_pima/compact_best_features/soft_voting_xgb_lgbm_et] min=0.9855 acc=0.9855 auc=0.9981
[min90/min90_sentetik_5000_per_class_pima/high_signal_features/logistic_regression] min=0.9865 acc=0.9881 auc=0.9973
[min90/min90_sentetik_5000_per_class_pima/high_signal_features/gaussian_nb] min=0.9803 acc=0.9886 auc=0.9965
[min90/min90_sentetik_5000_per_class_pima/high_signal_features/random_forest] min=0.9773 acc=0.9834 auc=0.9981
[min90/min90_sentetik_5000_per_class_pima/high_signal_features/extra_trees] min=0.9865 acc=0.9871 auc=0.9990
[min90/min90_sentetik_5000_per_class_pima/high_signal_features/gradient_boosting] min=0.9845 acc=0.9855 auc=0.9981
[min90/min90_sentetik_5000_per_class_pima/high_signal_features/hist_gradient_boosting] min=0.9834 acc=0.9850 auc=0.9989
[min90/min90_sentetik_5000_per_class_pima/high_signal_features/adaboost] min=0.9823 acc=0.9845 auc=0.9985
[min90/min90_sentetik_5000_per_class_pima/high_signal_features/xgboost] min=0.9793 acc=0.9839 auc=0.9986
[min90/min90_sentetik_5000_per_class_pima/high_signal_features/lightgbm] min=0.9814 acc=0.9845 auc=0.9989
[min90/min90_sentetik_5000_per_class_pima/high_signal_features/soft_voting_rf_et_hgb] min=0.9824 acc=0.9855 auc=0.9988
[min90/min90_sentetik_5000_per_class_pima/high_signal_features/soft_voting_xgb_lgbm_et] min=0.9793 acc=0.9834 auc=0.9989
[min90/min90_sentetik_7500_per_class_pima/all_features/logistic_regression] min=0.9892 acc=0.9896 auc=0.9978
[min90/min90_sentetik_7500_per_class_pima/all_features/gaussian_nb] min=0.9765 acc=0.9862 auc=0.9960
[min90/min90_sentetik_7500_per_class_pima/all_features/random_forest] min=0.9886 acc=0.9899 auc=0.9995
[min90/min90_sentetik_7500_per_class_pima/all_features/extra_trees] min=0.9892 acc=0.9902 auc=0.9992
[min90/min90_sentetik_7500_per_class_pima/all_features/gradient_boosting] min=0.9892 acc=0.9906 auc=0.9981
[min90/min90_sentetik_7500_per_class_pima/all_features/hist_gradient_boosting] min=0.9879 acc=0.9902 auc=0.9985
[min90/min90_sentetik_7500_per_class_pima/all_features/adaboost] min=0.9866 acc=0.9902 auc=0.9987
[min90/min90_sentetik_7500_per_class_pima/all_features/xgboost] min=0.9886 acc=0.9906 auc=0.9990
[min90/min90_sentetik_7500_per_class_pima/all_features/lightgbm] min=0.9879 acc=0.9906 auc=0.9992
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness/logistic_regression] min=0.9879 acc=0.9889 auc=0.9978
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness/gaussian_nb] min=0.9758 acc=0.9862 auc=0.9964
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness/random_forest] min=0.9872 acc=0.9892 auc=0.9992
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness/extra_trees] min=0.9818 acc=0.9869 auc=0.9991
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness/gradient_boosting] min=0.9866 acc=0.9902 auc=0.9979
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness/hist_gradient_boosting] min=0.9859 acc=0.9896 auc=0.9985
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness/adaboost] min=0.9818 acc=0.9882 auc=0.9985
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness/xgboost] min=0.9852 acc=0.9892 auc=0.9988
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness/lightgbm] min=0.9832 acc=0.9882 auc=0.9989
[min90/min90_sentetik_7500_per_class_pima/no_insulin/logistic_regression] min=0.9879 acc=0.9889 auc=0.9981
[min90/min90_sentetik_7500_per_class_pima/no_insulin/gaussian_nb] min=0.9785 acc=0.9869 auc=0.9978
[min90/min90_sentetik_7500_per_class_pima/no_insulin/random_forest] min=0.9852 acc=0.9889 auc=0.9991
[min90/min90_sentetik_7500_per_class_pima/no_insulin/extra_trees] min=0.9866 acc=0.9889 auc=0.9991
[min90/min90_sentetik_7500_per_class_pima/no_insulin/gradient_boosting] min=0.9859 acc=0.9889 auc=0.9987
[min90/min90_sentetik_7500_per_class_pima/no_insulin/hist_gradient_boosting] min=0.9879 acc=0.9896 auc=0.9984
[min90/min90_sentetik_7500_per_class_pima/no_insulin/adaboost] min=0.9839 acc=0.9889 auc=0.9986
[min90/min90_sentetik_7500_per_class_pima/no_insulin/xgboost] min=0.9886 acc=0.9896 auc=0.9990
[min90/min90_sentetik_7500_per_class_pima/no_insulin/lightgbm] min=0.9859 acc=0.9896 auc=0.9991
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness_no_insulin/logistic_regression] min=0.9886 acc=0.9892 auc=0.9981
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness_no_insulin/gaussian_nb] min=0.9805 acc=0.9875 auc=0.9980
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness_no_insulin/random_forest] min=0.9845 acc=0.9882 auc=0.9988
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness_no_insulin/extra_trees] min=0.9825 acc=0.9879 auc=0.9988
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness_no_insulin/gradient_boosting] min=0.9859 acc=0.9889 auc=0.9985
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness_no_insulin/hist_gradient_boosting] min=0.9859 acc=0.9889 auc=0.9983
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness_no_insulin/adaboost] min=0.9792 acc=0.9862 auc=0.9983
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness_no_insulin/xgboost] min=0.9852 acc=0.9889 auc=0.9987
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness_no_insulin/lightgbm] min=0.9845 acc=0.9889 auc=0.9988
[min90/min90_sentetik_7500_per_class_pima/clinical_interactions/logistic_regression] min=0.9839 acc=0.9879 auc=0.9980
[min90/min90_sentetik_7500_per_class_pima/clinical_interactions/gaussian_nb] min=0.9758 acc=0.9852 auc=0.9924
[min90/min90_sentetik_7500_per_class_pima/clinical_interactions/random_forest] min=0.9845 acc=0.9889 auc=0.9992
[min90/min90_sentetik_7500_per_class_pima/clinical_interactions/extra_trees] min=0.9866 acc=0.9886 auc=0.9989
[min90/min90_sentetik_7500_per_class_pima/clinical_interactions/gradient_boosting] min=0.9859 acc=0.9889 auc=0.9983
[min90/min90_sentetik_7500_per_class_pima/clinical_interactions/hist_gradient_boosting] min=0.9866 acc=0.9886 auc=0.9986
[min90/min90_sentetik_7500_per_class_pima/clinical_interactions/adaboost] min=0.9798 acc=0.9869 auc=0.9987
[min90/min90_sentetik_7500_per_class_pima/clinical_interactions/xgboost] min=0.9879 acc=0.9889 auc=0.9991
[min90/min90_sentetik_7500_per_class_pima/clinical_interactions/lightgbm] min=0.9818 acc=0.9869 auc=0.9991
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness_clinical_interactions/logistic_regression] min=0.9879 acc=0.9892 auc=0.9979
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness_clinical_interactions/gaussian_nb] min=0.9744 acc=0.9852 auc=0.9924
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness_clinical_interactions/random_forest] min=0.9859 acc=0.9886 auc=0.9989
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness_clinical_interactions/extra_trees] min=0.9872 acc=0.9892 auc=0.9992
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness_clinical_interactions/gradient_boosting] min=0.9845 acc=0.9886 auc=0.9979
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness_clinical_interactions/hist_gradient_boosting] min=0.9885 acc=0.9889 auc=0.9986
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness_clinical_interactions/adaboost] min=0.9798 acc=0.9869 auc=0.9986
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness_clinical_interactions/xgboost] min=0.9825 acc=0.9869 auc=0.9989
[min90/min90_sentetik_7500_per_class_pima/no_skinthickness_clinical_interactions/lightgbm] min=0.9812 acc=0.9869 auc=0.9990
[min90/min90_sentetik_7500_per_class_pima/compact_best_features/logistic_regression] min=0.9886 acc=0.9892 auc=0.9980
[min90/min90_sentetik_7500_per_class_pima/compact_best_features/gaussian_nb] min=0.9832 acc=0.9886 auc=0.9978
[min90/min90_sentetik_7500_per_class_pima/compact_best_features/random_forest] min=0.9839 acc=0.9875 auc=0.9983
[min90/min90_sentetik_7500_per_class_pima/compact_best_features/extra_trees] min=0.9832 acc=0.9875 auc=0.9989
[min90/min90_sentetik_7500_per_class_pima/compact_best_features/gradient_boosting] min=0.9879 acc=0.9896 auc=0.9984
[min90/min90_sentetik_7500_per_class_pima/compact_best_features/hist_gradient_boosting] min=0.9751 acc=0.9835 auc=0.9985
[min90/min90_sentetik_7500_per_class_pima/compact_best_features/adaboost] min=0.9832 acc=0.9879 auc=0.9981
[min90/min90_sentetik_7500_per_class_pima/compact_best_features/xgboost] min=0.9832 acc=0.9875 auc=0.9983
[min90/min90_sentetik_7500_per_class_pima/compact_best_features/lightgbm] min=0.9825 acc=0.9869 auc=0.9984
[min90/min90_sentetik_7500_per_class_pima/high_signal_features/logistic_regression] min=0.9879 acc=0.9892 auc=0.9978
[min90/min90_sentetik_7500_per_class_pima/high_signal_features/gaussian_nb] min=0.9744 acc=0.9855 auc=0.9940
[min90/min90_sentetik_7500_per_class_pima/high_signal_features/random_forest] min=0.9859 acc=0.9882 auc=0.9995
[min90/min90_sentetik_7500_per_class_pima/high_signal_features/extra_trees] min=0.9899 acc=0.9902 auc=0.9989
[min90/min90_sentetik_7500_per_class_pima/high_signal_features/gradient_boosting] min=0.9872 acc=0.9896 auc=0.9986
[min90/min90_sentetik_7500_per_class_pima/high_signal_features/hist_gradient_boosting] min=0.9892 acc=0.9896 auc=0.9988
[min90/min90_sentetik_7500_per_class_pima/high_signal_features/adaboost] min=0.9886 acc=0.9902 auc=0.9984
[min90/min90_sentetik_7500_per_class_pima/high_signal_features/xgboost] min=0.9852 acc=0.9886 auc=0.9987
[min90/min90_sentetik_7500_per_class_pima/high_signal_features/lightgbm] min=0.9872 acc=0.9896 auc=0.9987
[min90/min90_sentetik_10000_per_class_pima/all_features/logistic_regression] min=0.9882 acc=0.9926 auc=0.9994
[min90/min90_sentetik_10000_per_class_pima/all_features/gaussian_nb] min=0.9901 acc=0.9921 auc=0.9987
[min90/min90_sentetik_10000_per_class_pima/all_features/random_forest] min=0.9892 acc=0.9936 auc=0.9996
[min90/min90_sentetik_10000_per_class_pima/all_features/extra_trees] min=0.9892 acc=0.9929 auc=0.9995
[min90/min90_sentetik_10000_per_class_pima/all_features/gradient_boosting] min=0.9907 acc=0.9924 auc=0.9988
[min90/min90_sentetik_10000_per_class_pima/all_features/hist_gradient_boosting] min=0.9897 acc=0.9936 auc=0.9997
[min90/min90_sentetik_10000_per_class_pima/all_features/adaboost] min=0.9902 acc=0.9926 auc=0.9997
[min90/min90_sentetik_10000_per_class_pima/all_features/xgboost] min=0.9897 acc=0.9924 auc=0.9997
[min90/min90_sentetik_10000_per_class_pima/all_features/lightgbm] min=0.9907 acc=0.9929 auc=0.9997
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness/logistic_regression] min=0.9892 acc=0.9936 auc=0.9996
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness/gaussian_nb] min=0.9916 acc=0.9926 auc=0.9990
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness/random_forest] min=0.9892 acc=0.9931 auc=0.9998
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness/extra_trees] min=0.9887 acc=0.9931 auc=0.9998
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness/gradient_boosting] min=0.9902 acc=0.9931 auc=0.9991
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness/hist_gradient_boosting] min=0.9917 acc=0.9929 auc=0.9996
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness/adaboost] min=0.9892 acc=0.9929 auc=0.9997
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness/xgboost] min=0.9902 acc=0.9926 auc=0.9997
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness/lightgbm] min=0.9907 acc=0.9934 auc=0.9997
[min90/min90_sentetik_10000_per_class_pima/no_insulin/logistic_regression] min=0.9902 acc=0.9938 auc=0.9995
[min90/min90_sentetik_10000_per_class_pima/no_insulin/gaussian_nb] min=0.9911 acc=0.9924 auc=0.9990
[min90/min90_sentetik_10000_per_class_pima/no_insulin/random_forest] min=0.9892 acc=0.9934 auc=0.9997
[min90/min90_sentetik_10000_per_class_pima/no_insulin/extra_trees] min=0.9892 acc=0.9931 auc=0.9994
[min90/min90_sentetik_10000_per_class_pima/no_insulin/gradient_boosting] min=0.9868 acc=0.9919 auc=0.9995
[min90/min90_sentetik_10000_per_class_pima/no_insulin/hist_gradient_boosting] min=0.9907 acc=0.9941 auc=0.9993
[min90/min90_sentetik_10000_per_class_pima/no_insulin/adaboost] min=0.9887 acc=0.9934 auc=0.9995
[min90/min90_sentetik_10000_per_class_pima/no_insulin/xgboost] min=0.9892 acc=0.9934 auc=0.9996
[min90/min90_sentetik_10000_per_class_pima/no_insulin/lightgbm] min=0.9873 acc=0.9929 auc=0.9996
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness_no_insulin/logistic_regression] min=0.9902 acc=0.9938 auc=0.9997
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness_no_insulin/gaussian_nb] min=0.9921 acc=0.9926 auc=0.9992
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness_no_insulin/random_forest] min=0.9882 acc=0.9929 auc=0.9997
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness_no_insulin/extra_trees] min=0.9897 acc=0.9931 auc=0.9997
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness_no_insulin/gradient_boosting] min=0.9907 acc=0.9934 auc=0.9996
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness_no_insulin/hist_gradient_boosting] min=0.9902 acc=0.9931 auc=0.9995
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness_no_insulin/adaboost] min=0.9902 acc=0.9936 auc=0.9995
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness_no_insulin/xgboost] min=0.9907 acc=0.9934 auc=0.9996
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness_no_insulin/lightgbm] min=0.9897 acc=0.9929 auc=0.9995
[min90/min90_sentetik_10000_per_class_pima/clinical_interactions/logistic_regression] min=0.9887 acc=0.9929 auc=0.9995
[min90/min90_sentetik_10000_per_class_pima/clinical_interactions/gaussian_nb] min=0.9911 acc=0.9926 auc=0.9973
[min90/min90_sentetik_10000_per_class_pima/clinical_interactions/random_forest] min=0.9907 acc=0.9934 auc=0.9998
[min90/min90_sentetik_10000_per_class_pima/clinical_interactions/extra_trees] min=0.9892 acc=0.9938 auc=0.9998
[min90/min90_sentetik_10000_per_class_pima/clinical_interactions/gradient_boosting] min=0.9902 acc=0.9929 auc=0.9997
[min90/min90_sentetik_10000_per_class_pima/clinical_interactions/hist_gradient_boosting] min=0.9892 acc=0.9926 auc=0.9998
[min90/min90_sentetik_10000_per_class_pima/clinical_interactions/adaboost] min=0.9868 acc=0.9916 auc=0.9996
[min90/min90_sentetik_10000_per_class_pima/clinical_interactions/xgboost] min=0.9917 acc=0.9919 auc=0.9997
[min90/min90_sentetik_10000_per_class_pima/clinical_interactions/lightgbm] min=0.9892 acc=0.9929 auc=0.9998
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness_clinical_interactions/logistic_regression] min=0.9907 acc=0.9941 auc=0.9996
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness_clinical_interactions/gaussian_nb] min=0.9916 acc=0.9926 auc=0.9974
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness_clinical_interactions/random_forest] min=0.9912 acc=0.9934 auc=0.9998
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness_clinical_interactions/extra_trees] min=0.9892 acc=0.9938 auc=0.9998
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness_clinical_interactions/gradient_boosting] min=0.9877 acc=0.9921 auc=0.9988
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness_clinical_interactions/hist_gradient_boosting] min=0.9917 acc=0.9938 auc=0.9997
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness_clinical_interactions/adaboost] min=0.9907 acc=0.9934 auc=0.9996
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness_clinical_interactions/xgboost] min=0.9902 acc=0.9929 auc=0.9997
[min90/min90_sentetik_10000_per_class_pima/no_skinthickness_clinical_interactions/lightgbm] min=0.9907 acc=0.9936 auc=0.9997
[min90/min90_sentetik_10000_per_class_pima/compact_best_features/logistic_regression] min=0.9902 acc=0.9934 auc=0.9995
[min90/min90_sentetik_10000_per_class_pima/compact_best_features/gaussian_nb] min=0.9922 acc=0.9929 auc=0.9988
[min90/min90_sentetik_10000_per_class_pima/compact_best_features/random_forest] min=0.9877 acc=0.9921 auc=0.9990
[min90/min90_sentetik_10000_per_class_pima/compact_best_features/extra_trees] min=0.9868 acc=0.9919 auc=0.9989
[min90/min90_sentetik_10000_per_class_pima/compact_best_features/gradient_boosting] min=0.9887 acc=0.9926 auc=0.9991
[min90/min90_sentetik_10000_per_class_pima/compact_best_features/hist_gradient_boosting] min=0.9887 acc=0.9916 auc=0.9992
[min90/min90_sentetik_10000_per_class_pima/compact_best_features/adaboost] min=0.9897 acc=0.9936 auc=0.9995
[min90/min90_sentetik_10000_per_class_pima/compact_best_features/xgboost] min=0.9917 acc=0.9936 auc=0.9995
[min90/min90_sentetik_10000_per_class_pima/compact_best_features/lightgbm] min=0.9897 acc=0.9924 auc=0.9994
[min90/min90_sentetik_10000_per_class_pima/high_signal_features/logistic_regression] min=0.9887 acc=0.9931 auc=0.9996
[min90/min90_sentetik_10000_per_class_pima/high_signal_features/gaussian_nb] min=0.9906 acc=0.9924 auc=0.9988
[min90/min90_sentetik_10000_per_class_pima/high_signal_features/random_forest] min=0.9897 acc=0.9929 auc=0.9998
[min90/min90_sentetik_10000_per_class_pima/high_signal_features/extra_trees] min=0.9892 acc=0.9941 auc=0.9996
[min90/min90_sentetik_10000_per_class_pima/high_signal_features/gradient_boosting] min=0.9882 acc=0.9926 auc=0.9997
[min90/min90_sentetik_10000_per_class_pima/high_signal_features/hist_gradient_boosting] min=0.9907 acc=0.9926 auc=0.9997
[min90/min90_sentetik_10000_per_class_pima/high_signal_features/adaboost] min=0.9877 acc=0.9916 auc=0.9997
[min90/min90_sentetik_10000_per_class_pima/high_signal_features/xgboost] min=0.9907 acc=0.9936 auc=0.9998
[min90/min90_sentetik_10000_per_class_pima/high_signal_features/lightgbm] min=0.9907 acc=0.9934 auc=0.9997
[min90] group CV basladi
[min90-cv/min90_sentetik_2500_per_class_pima/all_features/soft_voting_xgb_lgbm_et] min=0.9620 acc=0.9690±0.0060
[min90-cv/min90_sentetik_2500_per_class_pima/all_features/xgboost] min=0.9624 acc=0.9696±0.0062
[min90-cv/min90_sentetik_2700_per_class_pima/all_features/lightgbm] min=0.9571 acc=0.9672±0.0064
[min90-cv/min90_sentetik_2700_per_class_pima/no_skinthickness_no_insulin/hist_gradient_boosting] min=0.9556 acc=0.9672±0.0057
[min90-cv/min90_sentetik_3000_per_class_pima/compact_best_features/adaboost] min=0.9713 acc=0.9757±0.0050
[min90-cv/min90_sentetik_3000_per_class_pima/no_skinthickness/mlp] min=0.9684 acc=0.9737±0.0041
[min90-cv/min90_sentetik_4000_per_class_pima/no_skinthickness/extra_trees] min=0.9765 acc=0.9812±0.0037
[min90-cv/min90_sentetik_4000_per_class_pima/high_signal_features/hist_gradient_boosting] min=0.9735 acc=0.9802±0.0041
[min90-cv/min90_sentetik_5000_per_class_pima/no_skinthickness_clinical_interactions/logistic_regression] min=0.9798 acc=0.9845±0.0046
[min90-cv/min90_sentetik_5000_per_class_pima/all_features/random_forest] min=0.9804 acc=0.9849±0.0035
[min90-cv/min90_sentetik_7500_per_class_pima/high_signal_features/extra_trees] min=0.9872 acc=0.9895±0.0020
[min90-cv/min90_sentetik_7500_per_class_pima/all_features/gradient_boosting] min=0.9862 acc=0.9892±0.0026
[min90-cv/min90_sentetik_10000_per_class_pima/compact_best_features/gaussian_nb] min=0.9894 acc=0.9915±0.0006
[min90-cv/min90_sentetik_10000_per_class_pima/no_skinthickness_no_insulin/gaussian_nb] min=0.9886 acc=0.9916±0.0014
[min90-cv/min90_sentetik_10000_per_class_pima/no_skinthickness/hist_gradient_boosting] min=0.9908 acc=0.9928±0.0016
[min90-cv/min90_sentetik_10000_per_class_pima/clinical_interactions/xgboost] min=0.9908 acc=0.9923±0.0016
[min90-cv/min90_sentetik_10000_per_class_pima/no_skinthickness_clinical_interactions/hist_gradient_boosting] min=0.9903 acc=0.9921±0.0021
[min90-cv/min90_sentetik_10000_per_class_pima/compact_best_features/xgboost] min=0.9902 acc=0.9917±0.0012
[min90-cv/min90_sentetik_10000_per_class_pima/no_skinthickness/gaussian_nb] min=0.9871 acc=0.9911±0.0005
[min90-cv/min90_sentetik_10000_per_class_pima/no_skinthickness_clinical_interactions/gaussian_nb] min=0.9876 acc=0.9912±0.0006
[min90-cv/min90_sentetik_10000_per_class_pima/no_skinthickness_clinical_interactions/random_forest] min=0.9911 acc=0.9922±0.0010
[min90-cv/min90_sentetik_10000_per_class_pima/no_insulin/gaussian_nb] min=0.9884 acc=0.9917±0.0010

=== MIN90 FINAL OZET ===
- Ana hedef: PIMA + source_id kontrollu sentetik benchmarkta min ana metrik >= 0.90
- En iyi PIMA + sentetik benchmark adayı: min90_sentetik_2500_per_class_pima
- Veri boyutu: 2500 per class
- Model: soft_voting_xgb_lgbm_et
- Feature set: all_features
